x,muTest,muModel,p3sigmaModel,m3sigmaModel
3062.0,-0.04147,0.18646443,0.2632785,0.10965035
3063.0,-0.039351,0.20605396,0.2746895,0.13741843
3064.0,-0.034822,0.21351494,0.2812801,0.14574976
3065.0,-0.028274,0.218406,0.29213172,0.14468028
3066.0,-0.020069,0.2194084,0.3063621,0.1324547
3067.0,-0.010651,0.2201655,0.31894755,0.12138346
3068.0,-0.00051505,0.21419716,0.3227507,0.105643615
3069.0,0.0099093,0.19717498,0.30736816,0.08698181
3070.0,0.020033,0.18018271,0.2961464,0.064219035
3071.0,0.02947,0.15585421,0.27145445,0.040253982
3072.0,0.037776,0.12937634,0.24338673,0.015365943
3073.0,0.044503,0.093424715,0.20963463,-0.022785194
3074.0,0.049269,0.053832863,0.16602425,-0.05835853
3075.0,0.051726,-0.0027458773,0.09185129,-0.097343035
3076.0,0.051768,-0.05178667,0.040264145,-0.14383748
3077.0,0.049349,-0.083626755,0.010209009,-0.17746252
3078.0,0.044613,-0.08594387,0.011172645,-0.18306038
3079.0,0.037895,-0.08708167,0.0141761005,-0.18833944
3080.0,0.029604,-0.069132164,0.0302746,-0.16853893
3081.0,0.020181,-0.054079544,0.044453863,-0.15261295
3082.0,0.01007,-0.03641707,0.059816804,-0.13265094
3083.0,-0.00020903,-0.009204319,0.0901253,-0.10853394
3084.0,-0.010122,0.01678765,0.11621233,-0.082637034
3085.0,-0.019253,0.043566346,0.14503953,-0.057906836
3086.0,-0.027208,0.06806088,0.16882312,-0.032701366
3087.0,-0.033536,0.10031202,0.20105183,-0.0004278049
3088.0,-0.037838,0.12543826,0.21991059,0.030965924
3089.0,-0.039843,0.15109344,0.2367085,0.06547837
3090.0,-0.039395,0.18650736,0.26009518,0.11291953
3091.0,-0.036542,0.20240384,0.26950046,0.13530722
3092.0,-0.031441,0.21066211,0.2810348,0.14028943
3093.0,-0.024457,0.21351336,0.29383588,0.13319083
3094.0,-0.016008,0.21559887,0.30971932,0.12147842
3095.0,-0.0065316,0.21567124,0.3247307,0.106611796
3096.0,0.0035079,0.20347708,0.3276148,0.079339355
3097.0,0.013596,0.18274386,0.30615553,0.059332192
3098.0,0.023223,0.1582483,0.2842603,0.032236308
3099.0,0.03201,0.1326877,0.25308886,0.012286544
3100.0,0.039549,0.10249452,0.2260302,-0.021041162
3101.0,0.04534,0.06043191,0.17372334,-0.052859526
3102.0,0.049019,0.013385638,0.11346653,-0.086695254
3103.0,0.050418,-0.033372153,0.060735654,-0.12747996
3104.0,0.049392,-0.08900415,0.0049594194,-0.18296772
3105.0,0.045962,-0.100370355,-0.00069805235,-0.20004267
3106.0,0.040379,-0.10350724,-0.00030704588,-0.20670745
3107.0,0.033072,-0.084223546,0.018296003,-0.1867431
3108.0,0.024434,-0.07466278,0.028053217,-0.17737877
3109.0,0.014872,-0.055221174,0.043804508,-0.15424685
3110.0,0.0048967,-0.03881289,0.062293068,-0.13991885
3111.0,-0.0049646,-0.011883896,0.09005909,-0.113826886
3112.0,-0.014301,0.0130030755,0.11968129,-0.093675144
3113.0,-0.022625,0.04697825,0.15179303,-0.057836533
3114.0,-0.02959,0.07449298,0.17772633,-0.028740369
3115.0,-0.034718,0.10117391,0.20053883,0.0018089861
3116.0,-0.037688,0.13077922,0.22252072,0.03903772
3117.0,-0.038304,0.1759973,0.25353262,0.09846198
3118.0,-0.036491,0.19523557,0.26682574,0.123645395
3119.0,-0.032416,0.20280944,0.27441618,0.1312027
3120.0,-0.026308,0.20838213,0.2890935,0.12767078
3121.0,-0.018612,0.20856354,0.30285814,0.11426893
3122.0,-0.0097259,0.20674346,0.3093721,0.10411484
3123.0,-0.00010462,0.19507363,0.3085665,0.08158074
3124.0,0.0097584,0.1809199,0.3009013,0.060938522
3125.0,0.019349,0.16322774,0.28204474,0.044410735
3126.0,0.028237,0.13955228,0.26057053,0.01853405
3127.0,0.036061,0.110542655,0.22547261,-0.004387304
3128.0,0.04229,0.07530296,0.18845746,-0.03785155
3129.0,0.046592,0.02682213,0.13290541,-0.07926115
3130.0,0.048723,-0.03383868,0.060598787,-0.12827614
3131.0,0.048445,-0.07459564,0.017106153,-0.16629744
3132.0,0.045802,-0.09716065,-0.002381958,-0.19193935
3133.0,0.040955,-0.0935641,0.005500026,-0.19262823
3134.0,0.034253,-0.0910034,0.011396162,-0.19340298
3135.0,0.026156,-0.0713739,0.027155735,-0.16990355
3136.0,0.017053,-0.054415748,0.041676417,-0.15050791
3137.0,0.0073976,-0.032426987,0.06491475,-0.12976871
3138.0,-0.0022838,-0.0043792906,0.091958925,-0.1007175
3139.0,-0.011524,0.014414933,0.11293134,-0.08410147
3140.0,-0.019909,0.047353234,0.14689866,-0.052192193
3141.0,-0.027024,0.07060748,0.17176491,-0.030549943
3142.0,-0.032437,0.103240676,0.20193589,0.0045454726
3143.0,-0.03579,0.13225146,0.22451995,0.03998296
3144.0,-0.036843,0.17095113,0.25472498,0.08717726
3145.0,-0.035546,0.20267077,0.27394396,0.13139756
3146.0,-0.031944,0.20660052,0.2788023,0.13439873
3147.0,-0.026291,0.21280605,0.29410356,0.13150854
3148.0,-0.019029,0.2127887,0.30036747,0.12520991
3149.0,-0.010558,0.21332796,0.31360456,0.11305136
3150.0,-0.0012647,0.2002836,0.30261117,0.09795603
3151.0,0.0083353,0.18826349,0.3037103,0.07281668
3152.0,0.017743,0.16723593,0.29258966,0.041882187
3153.0,0.026497,0.14421818,0.26582843,0.022607937
3154.0,0.034254,0.118638985,0.23976988,-0.0024919137
3155.0,0.040543,0.0855536,0.20266724,-0.031560034
3156.0,0.044902,0.036597796,0.14057344,-0.06737784
3157.0,0.047148,-0.01417279,0.07822832,-0.1065739
3158.0,0.047045,-0.06583401,0.024945877,-0.15661389
3159.0,0.044611,-0.080732405,0.013258167,-0.17472297
3160.0,0.040032,-0.09347231,0.008805342,-0.19574997
3161.0,0.033589,-0.08071195,0.020660363,-0.18208426
3162.0,0.025747,-0.06700305,0.032385953,-0.16639206
3163.0,0.016903,-0.05140448,0.046320107,-0.14912906
3164.0,0.0075035,-0.03384879,0.0638524,-0.13154997
3165.0,-0.0019419,-0.008048939,0.08802685,-0.104124725
3166.0,-0.010956,0.026082728,0.12843043,-0.07626498
3167.0,-0.019112,0.043572262,0.14598489,-0.058840357
3168.0,-0.026039,0.08204359,0.18124655,-0.017159373
3169.0,-0.031292,0.10743148,0.20279822,0.0120647475
3170.0,-0.034478,0.13425839,0.22479993,0.04371684
3171.0,-0.035439,0.16621701,0.24801216,0.08442187
3172.0,-0.034059,0.19506939,0.26366335,0.12647544
3173.0,-0.030417,0.20188738,0.2727645,0.13101026
3174.0,-0.024808,0.21153456,0.28860116,0.13446797
3175.0,-0.017632,0.2137376,0.3074836,0.1199916
3176.0,-0.0092952,0.20845139,0.3142014,0.10270138
3177.0,-0.00019875,0.19339865,0.30079544,0.08600186
3178.0,0.0091492,0.17664841,0.29549384,0.057802968
3179.0,0.01825,0.15426634,0.27881628,0.029716417
3180.0,0.026709,0.12827052,0.25445798,0.0020830631
3181.0,0.034112,0.097741626,0.21308044,-0.017597184
3182.0,0.040011,0.058860436,0.17138812,-0.053667247
3183.0,0.04403,0.008239381,0.112201326,-0.09572256
3184.0,0.045864,-0.040363736,0.052946635,-0.13367411
3185.0,0.045419,-0.09547413,-0.0029008165,-0.18804744
3186.0,0.04268,-0.095264636,0.0016814843,-0.19221076
3187.0,0.037857,-0.07845119,0.02185379,-0.17875616
3188.0,0.031304,-0.07655818,0.024642862,-0.17775923
3189.0,0.023454,-0.07060403,0.03210196,-0.17331001
3190.0,0.014711,-0.04899478,0.05019471,-0.14818427
3191.0,0.0054919,-0.029701732,0.0680493,-0.12745276
3192.0,-0.0036395,-0.0037877045,0.09557263,-0.103148036
3193.0,-0.012246,0.021933096,0.1229385,-0.07907231
3194.0,-0.019977,0.04872457,0.1478549,-0.050405763
3195.0,-0.02637,0.07805297,0.17741457,-0.021308638
3196.0,-0.030988,0.10448502,0.20104674,0.007923305
3197.0,-0.033581,0.13890229,0.22690062,0.05090396
3198.0,-0.03391,0.18247241,0.2571107,0.10783412
3199.0,-0.03193,0.19990447,0.26847333,0.1313356
3200.0,-0.027781,0.2015374,0.27773744,0.12533735
3201.0,-0.02183,0.20577979,0.29339322,0.11816635
3202.0,-0.014474,0.21108732,0.31077915,0.11139546
3203.0,-0.006067,0.20213681,0.30596375,0.09830986
3204.0,0.0029003,0.18864107,0.30421194,0.0730702
3205.0,0.011994,0.17324334,0.2951948,0.051291898
3206.0,0.02073,0.1510633,0.2708267,0.031299904
3207.0,0.028636,0.12482578,0.24872014,0.00093143433
3208.0,0.035384,0.092029594,0.20809987,-0.024040677
3209.0,0.040538,0.05735389,0.16818187,-0.05347409
3210.0,0.043701,-0.0012428635,0.0948825,-0.097368225
3211.0,0.044648,-0.06710237,0.025730506,-0.15993525
3212.0,0.04332,-0.10468856,-0.009963594,-0.19941354
3213.0,0.039827,-0.10715022,-0.008398451,-0.20590198
3214.0,0.034386,-0.097157285,0.0021404922,-0.19645506
3215.0,0.027424,-0.077437446,0.01956901,-0.1744439
3216.0,0.019367,-0.060457543,0.033518903,-0.154434
3217.0,0.010608,-0.04371031,0.051346082,-0.1387667
3218.0,0.0016161,-0.017511556,0.08026805,-0.115291156
3219.0,-0.0071189,0.011313978,0.109747425,-0.087119475
3220.0,-0.015196,0.03691206,0.13720748,-0.06338336
3221.0,-0.022199,0.0648274,0.16610613,-0.03645134
3222.0,-0.027657,0.095049724,0.19218354,-0.0020840913
3223.0,-0.031268,0.12287815,0.2164337,0.029322602
3224.0,-0.032731,0.16114411,0.24463248,0.07765574
3225.0,-0.031927,0.18985295,0.26477635,0.11492954
3226.0,-0.028913,0.20860334,0.27711338,0.14009331
3227.0,-0.023927,0.20944844,0.28589946,0.13299742
3228.0,-0.017387,0.21158378,0.29924107,0.12392649
3229.0,-0.0096144,0.21290128,0.3126905,0.11311208
3230.0,-0.0010734,0.20128958,0.31541657,0.0871626
3231.0,0.0077814,0.18512687,0.3049424,0.06531134
3232.0,0.016515,0.16396531,0.28097224,0.046958394
3233.0,0.024623,0.14015472,0.2583732,0.021936253
3234.0,0.031766,0.107079975,0.22114635,-0.0069863945
3235.0,0.037516,0.072589815,0.18357378,-0.038394153
3236.0,0.041424,0.02498568,0.12500478,-0.07503342
3237.0,0.043231,-0.03456219,0.059887435,-0.12901181
3238.0,0.042849,-0.08937946,0.0055768415,-0.18433577
3239.0,0.040225,-0.0952861,0.0019717067,-0.19254391
3240.0,0.035621,-0.08938433,0.011157468,-0.18992613
3241.0,0.029392,-0.082034916,0.019099586,-0.18316942
3242.0,0.021882,-0.06112402,0.033967055,-0.1562151
3243.0,0.013527,-0.0426509,0.05441764,-0.13971944
3244.0,0.0047953,-0.008429252,0.09070745,-0.107565954
3245.0,-0.0038375,0.02015277,0.11656681,-0.07626127
3246.0,-0.011954,0.037490018,0.1379722,-0.06299218
3247.0,-0.019174,0.061566424,0.16415042,-0.041017566
3248.0,-0.025031,0.09514533,0.19403005,-0.0037393793
3249.0,-0.029158,0.12134266,0.21751551,0.025169805
3250.0,-0.031245,0.16059144,0.24477667,0.07640621
3251.0,-0.031077,0.19076829,0.26441723,0.11711933
3252.0,-0.028719,0.205531,0.27367103,0.13739097
3253.0,-0.024366,0.20973398,0.28359008,0.13587786
3254.0,-0.018346,0.21483323,0.2975057,0.13216075
3255.0,-0.011044,0.21736953,0.3171048,0.11763427
3256.0,-0.0028784,0.21413606,0.32966858,0.09860355
3257.0,0.0057226,0.1977178,0.31662095,0.078814656
3258.0,0.014298,0.17618586,0.2987418,0.053629942
3259.0,0.022379,0.15271565,0.27076694,0.034664363
3260.0,0.029573,0.12478405,0.24904922,0.00051888824
3261.0,0.03549,0.085143864,0.19545646,-0.025168732
3262.0,0.039703,0.035003822,0.13893996,-0.06893231
3263.0,0.041902,-0.013490647,0.07850869,-0.105489984
3264.0,0.041912,-0.07141599,0.020509169,-0.16334115
3265.0,0.039728,-0.07378653,0.023854442,-0.17142749
3266.0,0.035515,-0.08007423,0.020237416,-0.18038587
3267.0,0.029642,-0.07394013,0.026616246,-0.1744965
3268.0,0.022512,-0.06094651,0.037456363,-0.15934938
3269.0,0.014472,-0.04683815,0.052210316,-0.14588661
3270.0,0.0059781,-0.026319625,0.07231984,-0.12495909
3271.0,-0.0024884,0.010820935,0.11093776,-0.089295894
3272.0,-0.010526,0.033637285,0.13348347,-0.0662089
3273.0,-0.017652,0.059278063,0.1620332,-0.043477073
3274.0,-0.023521,0.091098085,0.19523272,-0.013036549
3275.0,-0.027748,0.1166931,0.21362036,0.019765832
3276.0,-0.029959,0.1586609,0.24437302,0.072948776
3277.0,-0.029979,0.19558711,0.2677083,0.123465925
3278.0,-0.027828,0.20756914,0.27883616,0.13630211
3279.0,-0.023696,0.2125593,0.28684896,0.13826963
3280.0,-0.017915,0.21402848,0.30039483,0.12766212
3281.0,-0.010865,0.21670265,0.30719352,0.12621178
3282.0,-0.0029242,0.20553184,0.31744164,0.093622044
3283.0,0.0054642,0.1960713,0.31524366,0.07689894
3284.0,0.013817,0.16681735,0.29261494,0.041019782
3285.0,0.021701,0.13874798,0.2556627,0.021833241
3286.0,0.028713,0.11121111,0.22931477,-0.0068925545
3287.0,0.034499,0.06852414,0.17655729,-0.039509013
3288.0,0.038623,0.015997224,0.11340149,-0.08140704
3289.0,0.040732,-0.04638689,0.047445074,-0.14021885
3290.0,0.040679,-0.087801374,0.007674761,-0.18327752
3291.0,0.038465,-0.085130945,0.011183806,-0.18144569
3292.0,0.03431,-0.084524386,0.01430551,-0.18335429
3293.0,0.028539,-0.07079536,0.028858155,-0.17044887
3294.0,0.021531,-0.05920257,0.03773893,-0.15614407
3295.0,0.013651,-0.034891397,0.05917242,-0.12895522
3296.0,0.0053353,-0.014014551,0.0795748,-0.1076039
3297.0,-0.0029025,0.0041559627,0.101925805,-0.09361388
3298.0,-0.010648,0.03029766,0.12776262,-0.06716729
3299.0,-0.017533,0.05939319,0.1578191,-0.039032727
3300.0,-0.023129,0.09730399,0.19349246,0.0011155158
3301.0,-0.027033,0.12841162,0.220609,0.036214247
3302.0,-0.028911,0.16456573,0.24620312,0.08292833
3303.0,-0.028683,0.18922164,0.2584525,0.119990766
3304.0,-0.026316,0.2031159,0.2735948,0.132637
3305.0,-0.022015,0.20801526,0.2837399,0.13229063
3306.0,-0.016196,0.21297446,0.30201966,0.12392925
3307.0,-0.009137,0.2173276,0.3109641,0.12369107
3308.0,-0.0012916,0.20228097,0.30742422,0.09713772
3309.0,0.0069053,0.18276414,0.3040082,0.061520085
3310.0,0.015012,0.16293,0.28601086,0.039849125
3311.0,0.022564,0.13760178,0.2607975,0.01440604
3312.0,0.029238,0.106260814,0.22155474,-0.009033114
3313.0,0.034578,0.06624594,0.16885544,-0.036363557
3314.0,0.038198,0.012448482,0.10899993,-0.084102966
3315.0,0.03979,-0.039365403,0.0512738,-0.13000461
3316.0,0.039272,-0.07822597,0.012036629,-0.16848856
3317.0,0.036637,-0.08221415,0.01333005,-0.17775834
3318.0,0.032155,-0.07717306,0.019191034,-0.17353716
3319.0,0.026188,-0.076347224,0.022799186,-0.17549363
3320.0,0.019086,-0.05871687,0.037659846,-0.15509358
3321.0,0.011275,-0.029055389,0.06579204,-0.12390281
3322.0,0.0031681,-0.0036834273,0.09034389,-0.09771074
3323.0,-0.0048244,0.014531164,0.109441,-0.08037867
3324.0,-0.01219,0.049349766,0.14562918,-0.046929646
3325.0,-0.018563,0.0886564,0.18378389,-0.00647109
3326.0,-0.023535,0.111189686,0.20771909,0.0146602765
3327.0,-0.02675,0.14328049,0.23014957,0.056411423
3328.0,-0.027956,0.18231535,0.2578199,0.1068108
3329.0,-0.027012,0.20627616,0.27696344,0.13558888
3330.0,-0.024039,0.21051854,0.2817788,0.13925825
3331.0,-0.019277,0.21645251,0.29775608,0.13514894
3332.0,-0.013158,0.2228747,0.31870228,0.1270471
3333.0,-0.0059829,0.21443889,0.31245983,0.11641794
3334.0,0.0018683,0.20715491,0.32439536,0.089914486
3335.0,0.0098923,0.18568286,0.3028894,0.06847632
3336.0,0.017646,0.16270085,0.27595067,0.049451023
3337.0,0.024722,0.13164987,0.24896577,0.014333956
3338.0,0.030778,0.09373168,0.20414564,-0.016682275
3339.0,0.035347,0.048220348,0.15151072,-0.055070017
3340.0,0.038059,-0.008270894,0.08482952,-0.10137131
3341.0,0.038756,-0.071885884,0.022053733,-0.1658255
3342.0,0.037332,-0.08672294,0.008714393,-0.18216027
3343.0,0.033932,-0.07450266,0.023589894,-0.17259522
3344.0,0.028878,-0.07146218,0.026668645,-0.169593
3345.0,0.022512,-0.039900158,0.053703364,-0.13350368
3346.0,0.015206,-0.027590485,0.067234606,-0.12241557
3347.0,0.0073631,-0.0189799,0.076510966,-0.114470765
3348.0,-0.00052621,0.019771403,0.1170013,-0.07745849
3349.0,-0.0080374,0.035061505,0.13668953,-0.06656651
3350.0,-0.014823,0.060331102,0.16367517,-0.043012965
3351.0,-0.020436,0.09163037,0.19396043,-0.010699689
3352.0,-0.024441,0.12187291,0.21538457,0.028361239
3353.0,-0.02657,0.15948504,0.2437899,0.07518019
3354.0,-0.026656,0.19651349,0.26919723,0.12382975
3355.0,-0.024643,0.20884354,0.2769369,0.14075018
3356.0,-0.020793,0.2171143,0.2908105,0.1434181
3357.0,-0.015376,0.22741796,0.31046182,0.1443741
3358.0,-0.0087842,0.21798334,0.3125247,0.12344197
3359.0,-0.0013845,0.20881769,0.31747258,0.10016281
3360.0,0.0064339,0.19101633,0.30586967,0.076162994
3361.0,0.014139,0.1706371,0.2874266,0.053847626
3362.0,0.021371,0.14276524,0.25995174,0.025578745
3363.0,0.027751,0.10832122,0.22214535,-0.005502902
3364.0,0.032822,0.06537592,0.17032474,-0.03957291
3365.0,0.036216,0.016599856,0.11210003,-0.078900315
3366.0,0.037662,-0.043664508,0.042450376,-0.1297794
3367.0,0.037061,-0.07223256,0.017955884,-0.162421
3368.0,0.034431,-0.068265945,0.025139406,-0.1616713
3369.0,0.030036,-0.03822257,0.05597904,-0.13242418
3370.0,0.02422,-0.035719994,0.058903765,-0.13034375
3371.0,0.01738,-0.021767179,0.073340796,-0.11687515
3372.0,0.0098661,-0.00521524,0.08913459,-0.099565074
3373.0,0.0021061,0.014858958,0.10941681,-0.07969889
3374.0,-0.005381,0.034916256,0.13459124,-0.06475873
3375.0,-0.012258,0.06351196,0.16281238,-0.03578847
3376.0,-0.018109,0.09560074,0.19589448,-0.0046930015
3377.0,-0.022562,0.12356907,0.21879417,0.028343976
3378.0,-0.025226,0.16536509,0.24926263,0.08146754
3379.0,-0.025874,0.20446,0.27641994,0.13250005
3380.0,-0.024472,0.2073292,0.27480525,0.13985315
3381.0,-0.021149,0.21236314,0.28411254,0.14061373
3382.0,-0.016245,0.21698818,0.3021066,0.13186976
3383.0,-0.010052,0.21939822,0.3146546,0.12414184
3384.0,-0.0029743,0.2089258,0.3067633,0.11108829
3385.0,0.0045805,0.19875376,0.31563693,0.081870586
3386.0,0.012171,0.17273931,0.28446132,0.06101732
3387.0,0.019355,0.15038358,0.2690897,0.03167747
3388.0,0.025811,0.11646667,0.22673379,0.0061995536
3389.0,0.031052,0.07699742,0.17900479,-0.025009952
3390.0,0.034747,0.024626367,0.1209252,-0.07167247
3391.0,0.036569,-0.018842727,0.06928244,-0.106967896
3392.0,0.036309,-0.07746568,0.010587655,-0.16551903
3393.0,0.034108,-0.08188044,0.010453455,-0.17421433
3394.0,0.030101,-0.07026779,0.025468327,-0.16600391
3395.0,0.024636,-0.05597436,0.038822357,-0.15077108
3396.0,0.018108,-0.04739206,0.04841316,-0.14319728
3397.0,0.010834,-0.03192447,0.063166186,-0.12701513
3398.0,0.0032853,-0.00941082,0.08590672,-0.10472836
3399.0,-0.004082,0.01260887,0.11237815,-0.08716041
3400.0,-0.010888,0.04574964,0.14773126,-0.056231987
3401.0,-0.016764,0.079012066,0.17974977,-0.02172564
3402.0,-0.021294,0.10768861,0.20142889,0.013948336
3403.0,-0.024058,0.15275702,0.23647645,0.06903758
3404.0,-0.024898,0.17795828,0.2542863,0.10163027
3405.0,-0.023709,0.20017116,0.2682913,0.13205104
3406.0,-0.020618,0.2095504,0.2793591,0.13974169
3407.0,-0.015938,0.21509753,0.29875934,0.13143574
3408.0,-0.0099959,0.21361823,0.30720177,0.1200347
3409.0,-0.003106,0.20470174,0.3054063,0.10399717
3410.0,0.0042648,0.1868266,0.30133575,0.07231745
3411.0,0.011652,0.1664862,0.28419572,0.04877668
3412.0,0.018706,0.14190309,0.25819516,0.025611028
3413.0,0.025039,0.108838975,0.2217339,-0.004055947
3414.0,0.030223,0.06965676,0.17721888,-0.037905365
3415.0,0.033831,0.023901474,0.12043671,-0.07263376
3416.0,0.035629,-0.025145562,0.064749315,-0.11504044
3417.0,0.035405,-0.07135375,0.020069957,-0.16277745
3418.0,0.033194,-0.090810835,0.0055451393,-0.18716681
3419.0,0.029278,-0.06023154,0.032481533,-0.15294461
3420.0,0.023954,-0.07052224,0.027869053,-0.16891354
3421.0,0.017525,-0.042550515,0.052817483,-0.13791852
3422.0,0.010442,-0.031217046,0.063896246,-0.12633035
3423.0,0.0030859,-0.008332377,0.08777079,-0.10443555
3424.0,-0.0041,0.016584296,0.11430825,-0.08113967
3425.0,-0.010701,0.04984449,0.14740558,-0.047716603
3426.0,-0.016383,0.08044959,0.17626464,-0.0153654665
3427.0,-0.020679,0.10882804,0.19985162,0.017804459
3428.0,-0.023253,0.15188381,0.23386881,0.069898814
3429.0,-0.023894,0.18918845,0.26120904,0.11716786
3430.0,-0.022544,0.20487693,0.27195475,0.13779911
3431.0,-0.019333,0.20961358,0.27896708,0.14026007
3432.0,-0.014616,0.2172401,0.2921728,0.14230742
3433.0,-0.0086956,0.20770237,0.2942472,0.12115751
3434.0,-0.0018983,0.19921543,0.30095115,0.09747971
3435.0,0.0053096,0.18955776,0.3001252,0.07899031
3436.0,0.012515,0.17386593,0.29036507,0.05736679
3437.0,0.019308,0.14946137,0.26604143,0.03288132
3438.0,0.025341,0.1185482,0.23136155,0.005734846
3439.0,0.030203,0.07383236,0.1763643,-0.028699577
3440.0,0.033454,0.0183145,0.109632686,-0.073003694
3441.0,0.034864,-0.042249925,0.05176472,-0.13626456
3442.0,0.034271,-0.08242503,0.011640951,-0.176491
3443.0,0.031788,-0.101309754,-0.0028237551,-0.19979575
3444.0,0.027672,-0.08669095,0.010459393,-0.18384129
3445.0,0.022223,-0.05429299,0.041212708,-0.14979869
3446.0,0.015782,-0.037034467,0.05614318,-0.13021211
3447.0,0.008757,-0.014598537,0.07976444,-0.10896151
3448.0,0.0015654,0.0038281165,0.09931236,-0.091656126
3449.0,-0.0053355,0.03206594,0.130554,-0.06642212
3450.0,-0.011609,0.05945589,0.15935425,-0.040442478
3451.0,-0.016864,0.08513394,0.18532139,-0.015053511
3452.0,-0.020679,0.119590916,0.21300557,0.026176266
3453.0,-0.022718,0.15172556,0.23544508,0.068006046
3454.0,-0.022815,0.19421422,0.2631429,0.12528554
3455.0,-0.020985,0.20146951,0.27191642,0.1310226
3456.0,-0.017417,0.21036294,0.29029065,0.13043524
3457.0,-0.01245,0.2172273,0.30752409,0.12693052
3458.0,-0.0063725,0.20895012,0.31004822,0.107852004
3459.0,0.00043009,0.1960371,0.3056234,0.0864508
3460.0,0.0075053,0.18373403,0.30536583,0.06210223
3461.0,0.014464,0.16307452,0.28323138,0.04291767
3462.0,0.020892,0.13309142,0.2510938,0.015089035
3463.0,0.02644,0.096473396,0.2055462,-0.012599409
3464.0,0.030697,0.050095346,0.15165243,-0.051461738
3465.0,0.033272,-0.000797991,0.09133865,-0.09293464
3466.0,0.033956,-0.063923836,0.025903627,-0.1537513
3467.0,0.032719,-0.08085366,0.014938779,-0.17664611
3468.0,0.029638,-0.06421416,0.03713747,-0.16556579
3469.0,0.025069,-0.067222364,0.032648586,-0.1670933
3470.0,0.019351,-0.043717533,0.053180978,-0.14061604
3471.0,0.0128,-0.028675439,0.06729126,-0.12464213
3472.0,0.0058413,-0.012324652,0.08422736,-0.10887667
3473.0,-0.0011078,0.005574331,0.10474749,-0.09359883
3474.0,-0.0076484,0.038345434,0.13646218,-0.059771307
3475.0,-0.013422,0.07274267,0.17202777,-0.026542425
3476.0,-0.018016,0.0975831,0.19082655,0.0043396503
3477.0,-0.021011,0.1376404,0.22232734,0.052953467
3478.0,-0.022165,0.17029063,0.2455858,0.09499548
3479.0,-0.021427,0.19420454,0.2610961,0.12731299
3480.0,-0.018797,0.20572963,0.2777302,0.13372907
3481.0,-0.014621,0.21508417,0.29577005,0.1343983
3482.0,-0.0092441,0.21990475,0.31686914,0.12294038
3483.0,-0.0029094,0.21035054,0.32508156,0.09561953
3484.0,0.0039001,0.19356364,0.30716482,0.07996246
3485.0,0.0108,0.17399628,0.28645977,0.061532803
3486.0,0.017404,0.1486139,0.26936373,0.027864069
3487.0,0.023301,0.110791795,0.22251284,-0.00092924386
3488.0,0.028138,0.07025822,0.17778188,-0.037265435
3489.0,0.031474,0.0150942085,0.109383985,-0.079195574
3490.0,0.033015,-0.044827126,0.042346075,-0.13200033
3491.0,0.032645,-0.08384716,0.007612817,-0.17530712
3492.0,0.030464,-0.068471566,0.025624774,-0.16256791
3493.0,0.026651,-0.066921584,0.029877968,-0.16372114
3494.0,0.021531,-0.050479736,0.04307932,-0.1440388
3495.0,0.015444,-0.03770823,0.053970642,-0.12938711
3496.0,0.008747,-0.012434505,0.07946543,-0.10433444
3497.0,0.0019089,0.006195063,0.10112249,-0.08873237
3498.0,-0.004695,0.027085913,0.12556526,-0.07139343
3499.0,-0.010686,0.057663176,0.15736884,-0.04204249
3500.0,-0.015691,0.089204565,0.18899976,-0.010590628
3501.0,-0.019277,0.121976726,0.2144233,0.029530153
3502.0,-0.021143,0.16344625,0.24314146,0.08375104
3503.0,-0.021119,0.19726235,0.2697889,0.12473581
3504.0,-0.019194,0.206791,0.2770053,0.13657668
3505.0,-0.015666,0.21123588,0.29453012,0.12794164
3506.0,-0.010798,0.21642613,0.30914688,0.1237054
3507.0,-0.0049259,0.20996656,0.319012,0.10092111
3508.0,0.0016074,0.19622147,0.31068212,0.08176081
3509.0,0.0083787,0.17982732,0.2990818,0.060572818
3510.0,0.014968,0.15847643,0.2781148,0.03883806
3511.0,0.020992,0.12952887,0.24562956,0.0134281665
3512.0,0.026081,0.089198776,0.19855323,-0.02015569
3513.0,0.02984,0.03956819,0.13690147,-0.057765085
3514.0,0.031906,-0.011957122,0.07681479,-0.10072904
3515.0,0.032122,-0.058384135,0.031070009,-0.14783828
3516.0,0.030494,-0.07117356,0.024673857,-0.16702098
3517.0,0.027188,-0.06037299,0.041041534,-0.16178751
3518.0,0.022513,-0.049986,0.049800638,-0.14977264
3519.0,0.016791,-0.038014896,0.05828885,-0.13431865
3520.0,0.010367,-0.020834656,0.07391261,-0.11558192
3521.0,0.0036916,0.0009734766,0.09729725,-0.095350295
3522.0,-0.0028544,0.026713276,0.12399944,-0.07057289
3523.0,-0.0088771,0.053783387,0.15215728,-0.044590503
3524.0,-0.014051,0.08599309,0.18388125,-0.011895083
3525.0,-0.017918,0.11727035,0.20951048,0.025030218
3526.0,-0.020085,0.15684538,0.2391569,0.07453385
3527.0,-0.020464,0.19629267,0.265521,0.12706433
3528.0,-0.019002,0.20150447,0.2733872,0.12962174
3529.0,-0.015828,0.21066628,0.2916515,0.12968108
3530.0,-0.011321,0.2182059,0.30641234,0.12999944
3531.0,-0.005758,0.21264426,0.31513372,0.11015481
3532.0,0.0005802,0.20336516,0.3168519,0.089878425
3533.0,0.0071805,0.18944353,0.31023544,0.06865163
